code,label
sequential conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 28 28 1  leakyrelu maxpooling2d pool_size 2 2 padding same conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform leakyrelu maxpooling2d pool_size 2 2 padding same dropout 0 5 flatten dense 512 dropout 0 5 leakyrelu dense 256 leakyrelu dropout 0 5 dense 3 activation softmax compile optimizer adam loss categorical_crossentropy metrics accuracy history fit train_images validation_data val_images epochs 100 callbacks  tf keras callbacks modelcheckpoint  h5 save_best_only true save_weights_only true  ,FR
keras models sequential keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
sequential conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 28 28 1  leakyrelu maxpooling2d pool_size 2 2 padding same conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform leakyrelu maxpooling2d pool_size 2 2 padding same dropout 0 5 flatten dense 512 dropout 0 5 leakyrelu dense 256 leakyrelu dropout 0 5 dense 3 activation softmax compile optimizer adam loss categorical_crossentropy metrics accuracy history fit train_images validation_data val_images epochs 100 callbacks  tf keras callbacks modelcheckpoint  h5 save_best_only true save_weights_only true  ,FR
keras models sequential keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
sequential conv2d 8 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
sequential conv2d 64 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
keras models sequential keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 256 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
sequential conv2d 64 kernel_size 4 4 strides 1 1 padding same input_shape 28 28 1 activation relu kernel_initializer glorot_uniform maxpooling2d pool_size 2 2 padding same flatten dense 128 activation relu dense 10 activation softmax compile loss categorical_crossentropy optimizer rmsprop metrics accuracy fit x_train1 y_train1 validation_data x_val y_val epochs 1 ,FR
model1 sequential model1 conv2d 32 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 maxpool2d pool_size 2 2 padding same model1 conv2d 256 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 maxpool2d pool_size 2 2 padding same model1 flatten model1 dense 256 activation relu model1 dense 10 activation softmax model1 compile loss categorical_crossentropy optimizer adam metrics accuracy history1 model1 fit x_train y_train_cat epochs 20 validation_data x_test y_test_cat ,FR
sequential conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 128 128 3  maxpooling2d pool_size 2 2 padding same dropout 0 25 conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 flatten dense 256 activation  relu dense 3 activation  softmax compile loss categorical_crossentropy optimizer adam metrics  accuracy  history fit train_im validation_data val_im epochs 25 steps_per_epoch 100 callbacks  callbacks  ,FR
sequential conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 128 128 3  maxpooling2d pool_size 2 2 padding same dropout 0 25 conv2d 512 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 flatten dense 256 activation  relu dense 3 activation  softmax compile loss categorical_crossentropy optimizer adam metrics  accuracy  history fit train_im validation_data val_im epochs 25 steps_per_epoch 100 callbacks  callbacks  ,FR
sequential conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 128 128 3  maxpooling2d pool_size 2 2 padding same dropout 0 25 conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 flatten dense 256 activation  relu dense 3 activation  softmax compile loss categorical_crossentropy optimizer adam metrics  accuracy  history fit train_im validation_data val_im epochs 25 steps_per_epoch 100 callbacks  callbacks  ,FR
sequential conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 128 128 3  maxpooling2d pool_size 2 2 padding same dropout 0 25 conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 flatten dense 256 activation  relu dense 3 activation  softmax compile loss categorical_crossentropy optimizer adam metrics  accuracy  history fit train_im validation_data val_im epochs 25 steps_per_epoch 100 callbacks  callbacks  ,FR
model1 sequential model1 conv2d 128 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 maxpool2d pool_size 2 2 padding same model1 conv2d 32 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 maxpool2d pool_size 2 2 padding same model1 flatten model1 dense 256 activation relu model1 dense 10 activation softmax model1 compile loss categorical_crossentropy optimizer adam metrics accuracy history1 model1 fit x_train y_train_cat epochs 20 validation_data x_test y_test_cat ,FR
sequential conv2d 256 kernel_size 3 3 strides 1 1 padding same activation relu kernel_initializer glorot_uniform input_shape 28 28 1 maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same activation relu kernel_initializer glorot_uniform maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same activation relu kernel_initializer glorot_uniform maxpooling2d pool_size 2 2 padding same flatten dense 6 activation relu dropout 0 20 dense num_classes activation softmax compile loss keras losses categorical_crossentropy optimizer keras optimizers adam metrics accuracy history fit x_train y_train validation_data x_test y_test epochs epochs batch_size batch_size ,FR
keras models sequential keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
sequential conv2d 32 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 256 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
sequential conv2d 32 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
keras models sequential keras layers conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 256 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
sequential conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 28 28 1  leakyrelu maxpooling2d pool_size 2 2 padding same conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform leakyrelu maxpooling2d pool_size 2 2 padding same dropout 0 5 flatten dense 512 dropout 0 5 leakyrelu dense 256 leakyrelu dropout 0 5 dense 3 activation softmax compile optimizer adam loss categorical_crossentropy metrics accuracy history fit train_images validation_data val_images epochs 100 callbacks  tf keras callbacks modelcheckpoint  h5 save_best_only true save_weights_only true  ,FR
sequential conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 28 28 1  leakyrelu maxpooling2d pool_size 2 2 padding same conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform leakyrelu maxpooling2d pool_size 2 2 padding same dropout 0 5 flatten dense 512 dropout 0 5 leakyrelu dense 256 leakyrelu dropout 0 5 dense 3 activation softmax compile optimizer adam loss categorical_crossentropy metrics accuracy history fit train_images validation_data val_images epochs 100 callbacks  tf keras callbacks modelcheckpoint  h5 save_best_only true save_weights_only true  ,FR
keras models sequential keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 512 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 256 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
keras models sequential keras layers conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 256 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
sequential conv2d 8 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
sequential conv2d 512 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
sequential conv2d 256 kernel_size 4 4 strides 1 1 padding same input_shape 28 28 1 activation relu kernel_initializer glorot_uniform maxpooling2d pool_size 2 2 padding same flatten dense 128 activation relu dense 10 activation softmax compile loss categorical_crossentropy optimizer rmsprop metrics accuracy fit x_train1 y_train1 validation_data x_val y_val epochs 1 ,FR
model1 sequential model1 conv2d 16 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 maxpool2d pool_size 2 2 padding same model1 conv2d 16 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 maxpool2d pool_size 2 2 padding same model1 flatten model1 dense 256 activation relu model1 dense 10 activation softmax model1 compile loss categorical_crossentropy optimizer adam metrics accuracy history1 model1 fit x_train y_train_cat epochs 20 validation_data x_test y_test_cat ,FR
sequential conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 128 128 3  maxpooling2d pool_size 2 2 padding same dropout 0 25 conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 flatten dense 256 activation  relu dense 3 activation  softmax compile loss categorical_crossentropy optimizer adam metrics  accuracy  history fit train_im validation_data val_im epochs 25 steps_per_epoch 100 callbacks  callbacks  ,FR
sequential conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 128 128 3  maxpooling2d pool_size 2 2 padding same dropout 0 25 conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 conv2d 32 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 flatten dense 256 activation  relu dense 3 activation  softmax compile loss categorical_crossentropy optimizer adam metrics  accuracy  history fit train_im validation_data val_im epochs 25 steps_per_epoch 100 callbacks  callbacks  ,FR
sequential conv2d 256 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 128 128 3  maxpooling2d pool_size 2 2 padding same dropout 0 25 conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 flatten dense 256 activation  relu dense 3 activation  softmax compile loss categorical_crossentropy optimizer adam metrics  accuracy  history fit train_im validation_data val_im epochs 25 steps_per_epoch 100 callbacks  callbacks  ,FR
sequential conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 128 128 3  maxpooling2d pool_size 2 2 padding same dropout 0 25 conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 strides 2 2 padding same dropout 0 25 flatten dense 256 activation  relu dense 3 activation  softmax compile loss categorical_crossentropy optimizer adam metrics  accuracy  history fit train_im validation_data val_im epochs 25 steps_per_epoch 100 callbacks  callbacks  ,FR
model1 sequential model1 conv2d 32 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 maxpool2d pool_size 2 2 padding same model1 conv2d 16 kernel_size 4 4 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 32 32 3 activation relu model1 maxpool2d pool_size 2 2 padding same model1 flatten model1 dense 256 activation relu model1 dense 10 activation softmax model1 compile loss categorical_crossentropy optimizer adam metrics accuracy history1 model1 fit x_train y_train_cat epochs 20 validation_data x_test y_test_cat ,FR
sequential conv2d 8 kernel_size 4 4 strides 1 1 padding same input_shape 28 28 1 activation relu kernel_initializer glorot_uniform maxpooling2d pool_size 2 2 padding same flatten dense 128 activation relu dense 10 activation softmax compile loss categorical_crossentropy optimizer rmsprop metrics accuracy fit x_train1 y_train1 validation_data x_val y_val epochs 1 ,FR
sequential conv2d 32 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 8 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
sequential conv2d 32 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
keras models sequential keras layers conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
keras models sequential keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 128 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 512 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
sequential conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 28 28 1  leakyrelu maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform leakyrelu maxpooling2d pool_size 2 2 padding same dropout 0 5 flatten dense 512 dropout 0 5 leakyrelu dense 256 leakyrelu dropout 0 5 dense 3 activation softmax compile optimizer adam loss categorical_crossentropy metrics accuracy history fit train_images validation_data val_images epochs 100 callbacks  tf keras callbacks modelcheckpoint  h5 save_best_only true save_weights_only true  ,FR
keras models sequential keras layers conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 120 120 3  keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers conv2d 256 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu keras layers maxpooling2d pool_size 2 2 padding same keras layers dropout  25 keras layers flatten keras layers dense 1024 activation relu keras layers dropout  25 keras layers dense 4 activation softmax compile optimizer adam loss sparse_categorical_crossentropy metrics accuracy result fit train_image train_label epochs epochs batch_size 32 validation_data val_image val_label last_epoch_loss result history  loss  1  last_epoch_acc result history  accuracy  1  print  final result  loss  0   accuracy  1   filename   2  format last_epoch_loss last_epoch_acc os path basename __file__  ,FR
sequential conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform input_shape 28 28 1  leakyrelu maxpooling2d pool_size 2 2 padding same conv2d 16 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform leakyrelu maxpooling2d pool_size 2 2 padding same dropout 0 5 flatten dense 512 dropout 0 5 leakyrelu dense 256 leakyrelu dropout 0 5 dense 3 activation softmax compile optimizer adam loss categorical_crossentropy metrics accuracy history fit train_images validation_data val_images epochs 100 callbacks  tf keras callbacks modelcheckpoint  h5 save_best_only true save_weights_only true  ,FR
sequential conv2d 256 kernel_size 5 5 strides 1 1 padding same kernel_initializer glorot_uniform activation relu input_shape 32 32 3  maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same conv2d 64 kernel_size 3 3 strides 1 1 padding same kernel_initializer glorot_uniform activation relu maxpooling2d pool_size 2 2 padding same flatten dense 100 activation relu dropout 0 25 dense 2 activation softmax compile loss categorical_crossentropy optimizer adam metrics accuracy history fit x_train y_train epochs 20 scores evaluate x_test y_test verbose 0 print  test accuracy  s   2f   metrics_names  1  scores  1  100 ,FR
